fpkmX	fpkmY	highlight	gene_short_name
ENSMUSG00000070891	5.8921	1.610642	FALSE	Gm12689
ENSMUSG00000070892	1.255656	1.0701011	FALSE	Gm10305
ENSMUSG00000070896	1	1	FALSE	Rpl23a-ps1
ENSMUSG00000070900	1.102385	1.0342958	FALSE	Gm10306
ENSMUSG00000070902	2.40829	2.70161	FALSE	Zfp352
ENSMUSG00000070903	1	1	FALSE	Ifna1
ENSMUSG00000070904	1	1	FALSE	Ifna4
ENSMUSG00000070906	1	1	FALSE	Ifna11
ENSMUSG00000070907	1	1	FALSE	Ifna7
ENSMUSG00000070908	1	1	FALSE	Gm13288
ENSMUSG00000070923	56.1632	28.6394	FALSE	Klhl9
ENSMUSG00000070933	1.0457044	1	FALSE	Speer4d
ENSMUSG00000070934	43.1558	52.7073	FALSE	Rraga
ENSMUSG00000070939	12.866	9.1018	FALSE	Tgfbrap1
ENSMUSG00000070940	1	1	FALSE	Gm6455
ENSMUSG00000070942	1	1	FALSE	Il1rl2
ENSMUSG00000070943	1	1	FALSE	Olfr356
ENSMUSG00000070946	1	1	FALSE	Gm428
ENSMUSG00000070953	7.09743	17.5041	FALSE	Rabepk
ENSMUSG00000070960	1	1	FALSE	Gm10307
ENSMUSG00000070972	5.56852	4.27449	FALSE	Dnajc25
ENSMUSG00000070977	1	1	FALSE	Defb44-ps
ENSMUSG00000070979	1.163049	1	FALSE	Actl7a
ENSMUSG00000070980	1	1.21637	FALSE	Actl7b
ENSMUSG00000070983	1	1	FALSE	Olfr270
ENSMUSG00000070984	1	1	FALSE	4930552N02Rik
ENSMUSG00000070985	1	1	FALSE	Acnat1
ENSMUSG00000070990	1	1	FALSE	Foxe1
ENSMUSG00000070995	1	1.00623536	FALSE	Gm6313
ENSMUSG00000070997	1	1.147893	FALSE	1700055D18Rik
ENSMUSG00000070999	1	1	FALSE	Ccin
ENSMUSG00000071000	1	1	FALSE	Olfr155
ENSMUSG00000071001	1	1	FALSE	Hrct1
ENSMUSG00000071003	1	1	FALSE	Ccl21a
ENSMUSG00000071005	1.507583	1	FALSE	Ccl19
ENSMUSG00000071014	65.7492	103.058	FALSE	Ndufb6
ENSMUSG00000071015	1	1	FALSE	Gm136
ENSMUSG00000071019	1	1	FALSE	Sdr16c6
ENSMUSG00000071033	25.8267	11.8418	FALSE	Gm10308
ENSMUSG00000071035	1	1.0727218	FALSE	Gm5499
ENSMUSG00000071036	1.0489228	1.116396	FALSE	Gm10309
ENSMUSG00000071037	11.3373	8.31884	FALSE	1700106N22Rik
ENSMUSG00000071040	1	1	FALSE	Gm9386
ENSMUSG00000071041	1	1	FALSE	Gm15210
ENSMUSG00000071042	1	1.0273876	FALSE	Rasgrp3
ENSMUSG00000071047	1	1	FALSE	Ces1a
ENSMUSG00000071052	1.135244	1.056902	FALSE	Rpl7a-ps5
ENSMUSG00000071054	21.58	19.297	FALSE	Safb
ENSMUSG00000071064	19.5593	11.1086	FALSE	Zfp827
ENSMUSG00000071065	1	1	FALSE	Olfr806
ENSMUSG00000071068	1	1	FALSE	Treml2
ENSMUSG00000071072	68.6464	53.1844	FALSE	Ptges3
ENSMUSG00000071073	8.1831	13.5032	FALSE	Gm88
ENSMUSG00000071074	71.6067	43.7266	FALSE	Yipf3
ENSMUSG00000071076	12.9254	6.95437	FALSE	Jund
ENSMUSG00000071077	1	1.0595718	FALSE	Gm9104
ENSMUSG00000071078	8.46498	6.33884	FALSE	Nr2c2ap
ENSMUSG00000071083	2.4101	3.21929	FALSE	Gm10311
ENSMUSG00000071084	1	1	FALSE	Olfr761
ENSMUSG00000071089	1.152305	1	FALSE	Trim75
ENSMUSG00000071102	1	1.0337703	FALSE	Gm10313
ENSMUSG00000071103	1.488284	5.05296	FALSE	1700029J07Rik
ENSMUSG00000071104	1	1.447795	FALSE	Ccdc110
ENSMUSG00000071107	1.832543	1.292625	FALSE	4732465J04Rik
ENSMUSG00000071112	3.26046	1.0969644	FALSE	B230216G23Rik
ENSMUSG00000071113	1.0593486	1.213411	FALSE	Mboat4
ENSMUSG00000071138	1	1	FALSE	Tex24
ENSMUSG00000071141	1.16986	1.0969359	FALSE	Rpl36a-ps3
ENSMUSG00000071147	1	1	FALSE	Tas2r140
ENSMUSG00000071149	1	1	FALSE	Tas2r115
ENSMUSG00000071150	1	1	FALSE	Tas2r121
ENSMUSG00000071151	1	1	FALSE	Gm4799
ENSMUSG00000071158	1	1	FALSE	Gm156
ENSMUSG00000071164	1	1	FALSE	Defa25
ENSMUSG00000071165	1	1	FALSE	Gm6040
ENSMUSG00000071169	1	1	FALSE	Defb46
ENSMUSG00000071172	80.3643	64.3641	FALSE	Srsf3
ENSMUSG00000071176	3.44485	2.33122	FALSE	Arhgef10
ENSMUSG00000071177	1	1	FALSE	Serpina1d
ENSMUSG00000071178	1	1	FALSE	Serpina1b
ENSMUSG00000071179	1	1	FALSE	Gm46
ENSMUSG00000071180	21.9993	16.0922	FALSE	2810008M24Rik
ENSMUSG00000071181	1.0859938	1.823699	FALSE	3830408C21Rik
ENSMUSG00000071185	1	1	FALSE	Olfr1357
ENSMUSG00000071186	1	1	FALSE	Olfr1358
ENSMUSG00000071192	1.0742787	1.210023	FALSE	Wfikkn1
ENSMUSG00000071193	1.13364	1.0448031	FALSE	Gm4938
ENSMUSG00000071195	1	1	FALSE	Gm10318
ENSMUSG00000071202	1	1.0204954	FALSE	Ccdc78
ENSMUSG00000071203	1.118001	1.0181203	FALSE	Naip5
ENSMUSG00000071204	1	1	FALSE	Gm10319
ENSMUSG00000071207	1	1	FALSE	Gm8587
ENSMUSG00000071216	1	1	FALSE	Oog1
ENSMUSG00000071217	1	1	FALSE	Gm2022
ENSMUSG00000071222	1.375059	1	FALSE	Gm10320
ENSMUSG00000071226	5.90143	1.59912	FALSE	Cecr2
ENSMUSG00000071229	3.33107	1.20747	FALSE	Timm8a2
ENSMUSG00000071230	1	3.28533	FALSE	Npw
ENSMUSG00000071234	5.01993	1.966735	FALSE	Tmem90a
ENSMUSG00000071235	1	1	FALSE	Vrtn
ENSMUSG00000071237	1	1.641993	FALSE	Gm6253
ENSMUSG00000071243	1	1	FALSE	Gm4666
ENSMUSG00000071244	1	1	FALSE	Gm6219
ENSMUSG00000071252	2.00279	6.86549	FALSE	2210408I21Rik
ENSMUSG00000071253	37.1461	12.3659	FALSE	Slc25a16
ENSMUSG00000071256	1.479286	1.822697	FALSE	Zfp213
ENSMUSG00000071262	1	1	FALSE	Zfp957
ENSMUSG00000071265	25.2913	11.7377	FALSE	1700086L19Rik
ENSMUSG00000071266	3.43056	2.26747	FALSE	Zfp946
ENSMUSG00000071267	5.01022	4.43202	FALSE	Zfp942
ENSMUSG00000071269	1.0810862	1.0907887	FALSE	Rpl9-ps4
ENSMUSG00000071273	1	1.0218395	FALSE	Gm5145
ENSMUSG00000071275	1	1	FALSE	Fpr-rs6
ENSMUSG00000071276	1	1	FALSE	Fpr-rs7
ENSMUSG00000071280	1	1	FALSE	Gm10322
ENSMUSG00000071281	11.6946	7.25766	FALSE	Zfp71-rs1
ENSMUSG00000071284	2.89288	1.79723	FALSE	Zfp738
ENSMUSG00000071285	15.433	9.6252	FALSE	Zfp87
ENSMUSG00000071286	2.69129	2.84351	FALSE	Sowahc
ENSMUSG00000071291	7.66802	5.233	FALSE	Zfp58
ENSMUSG00000071292	1.0786326	1.0263396	FALSE	Gm5451
ENSMUSG00000071294	1	1.0331153	FALSE	Gm5196
ENSMUSG00000071295	1	1	FALSE	Gm10323
ENSMUSG00000071302	1	1	FALSE	Gm10324
ENSMUSG00000071303	1.0793669	1.0226466	FALSE	Rps8-ps1
ENSMUSG00000071311	1	1	FALSE	Gpr31c
ENSMUSG00000071317	3.51393	1.0193631	FALSE	Bves
ENSMUSG00000071318	1	1	FALSE	Gm4795
ENSMUSG00000071320	1.0486559	1	FALSE	Gm9034
ENSMUSG00000071322	1	1.125808	FALSE	Gm10326
ENSMUSG00000071324	5.23082	5.53913	FALSE	Armc2
ENSMUSG00000071329	1	1	FALSE	Gm7555
ENSMUSG00000071332	1	1.0407104	FALSE	E230015B07Rik
ENSMUSG00000071335	1.0525868	1	FALSE	G630090E17Rik
ENSMUSG00000071337	100.7068	52.6315	FALSE	Tia1
ENSMUSG00000071340	1	1.105863	FALSE	Bet3l
ENSMUSG00000071341	56.0467	5.28293	FALSE	Egr4
ENSMUSG00000071342	1.241801	1.13774	FALSE	Gm889
ENSMUSG00000071343	2.21936	1.641844	FALSE	Gm10327
ENSMUSG00000071347	1	1	FALSE	C1qtnf9
ENSMUSG00000071350	1.38531	2.65548	FALSE	Setdb2
ENSMUSG00000071356	1	1	FALSE	Reg3b
ENSMUSG00000071359	79.6427	46.3739	FALSE	Tbpl1
ENSMUSG00000071361	1	1	FALSE	Mcpt9
ENSMUSG00000071362	1	1	FALSE	Gm10330
ENSMUSG00000071369	16.767	6.39638	FALSE	Map3k5
ENSMUSG00000071379	14.0983	97.1658	FALSE	Hpcal1
ENSMUSG00000071392	1.0482502	1	FALSE	Ect2l
ENSMUSG00000071398	1	1.140131	FALSE	2410004P03Rik
ENSMUSG00000071414	1.0403931	1.0112368	FALSE	Gm6736
ENSMUSG00000071415	76.8573	146.037	FALSE	Rpl23
ENSMUSG00000071419	1	1	FALSE	Rps15-ps2
ENSMUSG00000071424	3.58619	3.874	FALSE	Grid2
ENSMUSG00000071425	1	1	FALSE	Gm10332
ENSMUSG00000071428	1	1	FALSE	Vmn1r27
ENSMUSG00000071434	1	1	FALSE	9230019H11Rik
ENSMUSG00000071451	4.84603	12.9131	FALSE	Psmg4
ENSMUSG00000071452	1	1	FALSE	Gm11397
ENSMUSG00000071454	60.987	31.3038	FALSE	Dtnb
ENSMUSG00000071456	20.68	31.3998	FALSE	1110002L01Rik
ENSMUSG00000071459	1	1	FALSE	Vmn2r31
ENSMUSG00000071460	1	1	FALSE	Gm7102
ENSMUSG00000071466	1	1	FALSE	Gm11360
ENSMUSG00000071470	1	1	FALSE	Ccnb1ip1
ENSMUSG00000071471	1	1	FALSE	Krtap26-1
ENSMUSG00000071475	1	1	FALSE	Rpl21-ps5
ENSMUSG00000071476	1	1	FALSE	Rps19-ps1
ENSMUSG00000071477	5.50476	8.21937	FALSE	Zfp777
ENSMUSG00000071478	2.23945	1	FALSE	Hist1h2ad
ENSMUSG00000071481	1	1	FALSE	Olfr437
ENSMUSG00000071489	1	1.280324	FALSE	Ptgdr
ENSMUSG00000071490	1	1	FALSE	Vmn1r212
ENSMUSG00000071491	1	1	FALSE	Vmn1r209
ENSMUSG00000071493	1	1	FALSE	Vmn1r208
ENSMUSG00000071494	1	1	FALSE	Olfr455
ENSMUSG00000071495	1	1	FALSE	Vmn1r206
ENSMUSG00000071497	1	1	FALSE	Nutf2-ps1
ENSMUSG00000071506	1	1	FALSE	Tmem139
ENSMUSG00000071510	1	1	FALSE	Olfr172
ENSMUSG00000071516	1.487015	1.155423	FALSE	Hist1h2ai
ENSMUSG00000071517	1	1	FALSE	Gm10334
ENSMUSG00000071519	1	1	FALSE	Prss3
ENSMUSG00000071521	1	1	FALSE	Try10
ENSMUSG00000071522	1	1	FALSE	Olfr263
ENSMUSG00000071528	494.28	450.089	FALSE	Usmg5
ENSMUSG00000071531	1	1	FALSE	Gprin2
ENSMUSG00000071532	1	1	FALSE	Gm10335
ENSMUSG00000071533	60.829	74.8248	FALSE	Pcnp
ENSMUSG00000071537	1	1	FALSE	Klrg2
ENSMUSG00000071540	1	1	FALSE	3425401B19Rik
ENSMUSG00000071547	9.9094	3.54077	FALSE	Nt5dc2
ENSMUSG00000071550	4.6838	2.71359	FALSE	Wdr52
ENSMUSG00000071551	1	1	FALSE	Akr1c19
ENSMUSG00000071552	1.226671	1.444397	FALSE	Tigit
ENSMUSG00000071553	1	7.953	FALSE	Cpa2
ENSMUSG00000071561	1	1	FALSE	BC100530
ENSMUSG00000071562	1	1	FALSE	Stfa1
ENSMUSG00000071563	1	1	FALSE	Gm5301
ENSMUSG00000071564	1	1	FALSE	Gm5989
ENSMUSG00000071567	53.5855	143.379	FALSE	A830039N20Rik
ENSMUSG00000071568	1	1	FALSE	Gm5874
ENSMUSG00000071573	4.73353	1.395176	FALSE	Rnls
ENSMUSG00000071574	1	1.531705	FALSE	Gm5458
ENSMUSG00000071584	2.48192	7.30973	FALSE	Atf7
ENSMUSG00000071586	23.1362	18.8953	FALSE	Gm10337
ENSMUSG00000071588	1	1	FALSE	Gm10338
ENSMUSG00000071591	1	1	FALSE	Gm10339
ENSMUSG00000071604	1	1	FALSE	Fam189a2
ENSMUSG00000071613	1	1	FALSE	Gm10340
ENSMUSG00000071616	1	1	FALSE	Gm3488
ENSMUSG00000071629	1	1	FALSE	Olfr1477
ENSMUSG00000071630	1	1	FALSE	Olfr1474
ENSMUSG00000071632	8.3518	7.71922	FALSE	2510002D24Rik
ENSMUSG00000071633	1	1.0392235	FALSE	Gm4952
ENSMUSG00000071636	1.289721	1.108216	FALSE	Rimbp3
ENSMUSG00000071637	11.3825	2.04159	FALSE	Cebpd
ENSMUSG00000071640	1.0487042	1.0363052	FALSE	Stxbp3b
ENSMUSG00000071644	105.961	137.366	FALSE	Eef1g
ENSMUSG00000071645	2.0301	3.93663	FALSE	Tut1
ENSMUSG00000071646	11.6138	8.47571	FALSE	Mta2
ENSMUSG00000071647	1.0172638	1.0440586	FALSE	Eml3
ENSMUSG00000071648	1	1.551025	FALSE	Rom1
ENSMUSG00000071649	11.9122	26.9619	FALSE	B3gat3
ENSMUSG00000071650	22.2523	17.0541	FALSE	Ganab
ENSMUSG00000071652	10.52432	5.59898	FALSE	Ints5
ENSMUSG00000071653	17.9076	11.3215	FALSE	1810009A15Rik
ENSMUSG00000071654	1.987413	14.2447	FALSE	AI462493
ENSMUSG00000071655	15.3969	36.0611	FALSE	Ubxn1
ENSMUSG00000071656	1.143575	1.108572	FALSE	Lrrn4cl
ENSMUSG00000071657	24.4262	40.3275	FALSE	Bscl2
ENSMUSG00000071658	56.7546	310.228	FALSE	Gng3
ENSMUSG00000071659	38.1072	60.8212	FALSE	Hnrnpul2
ENSMUSG00000071660	13.4783	13.5613	FALSE	Ttc9c
ENSMUSG00000071661	2.41571	1.392407	FALSE	Zbtb3
ENSMUSG00000071662	78.7835	85.0127	FALSE	Polr2g
ENSMUSG00000071665	1	2.10579	FALSE	Foxr2
ENSMUSG00000071669	4.51191	4.68469	FALSE	Snx29
ENSMUSG00000071671	1	1.0436231	FALSE	Gm10343
ENSMUSG00000071679	7.31044	9.31465	FALSE	Zcchc16
ENSMUSG00000071680	1	1	FALSE	Gm7123
ENSMUSG00000071686	1	1	FALSE	Tex13a
ENSMUSG00000071690	1.807022	1	FALSE	Gm10344
ENSMUSG00000071691	1.144109	1	FALSE	Gm960
ENSMUSG00000071700	1	1	FALSE	Gm5167
ENSMUSG00000071701	1	1	FALSE	Gm6604
ENSMUSG00000071708	52.0547	61.7755	FALSE	Sms
ENSMUSG00000071711	6.97355	2.67333	FALSE	Mpst
ENSMUSG00000071713	1	3.26181	FALSE	Csf2rb
ENSMUSG00000071714	1	15.3283	FALSE	Csf2rb2
ENSMUSG00000071715	1	1.790742	FALSE	Ncf4
ENSMUSG00000071716	1	1	FALSE	Apol7e
ENSMUSG00000071719	8.25735	4.77585	FALSE	Tmem28
ENSMUSG00000071721	1	1	FALSE	1700010D01Rik
ENSMUSG00000071722	2.80914	1.00363526	FALSE	Spin4
ENSMUSG00000071723	14.8376	15.477	FALSE	Gspt2
ENSMUSG00000071724	1	1	FALSE	Gm10345
ENSMUSG00000071726	1.0973662	1	FALSE	Gm5941
ENSMUSG00000071735	1	1	FALSE	Gm16462
ENSMUSG00000071738	1	1	FALSE	Gm4937
ENSMUSG00000071745	1	1.0191611	FALSE	DXBay18
ENSMUSG00000071748	5.59004	1.945426	FALSE	Gm14698
ENSMUSG00000071749	1	1	FALSE	4933412E24Rik
ENSMUSG00000071750	1	1	FALSE	Gm7713
ENSMUSG00000071753	54.3526	28.7538	FALSE	C230004F18Rik
ENSMUSG00000071757	6.59074	3.95437	FALSE	Zhx2
ENSMUSG00000071763	1	1.0215941	FALSE	4933416I08Rik
ENSMUSG00000071764	1	1	FALSE	Olfr1320
ENSMUSG00000071766	1	1	FALSE	Rhox12
ENSMUSG00000071767	1	1	FALSE	Rhox7
ENSMUSG00000071769	1	1	FALSE	Rhox3h
ENSMUSG00000071770	1	1	FALSE	Rhox4e
ENSMUSG00000071771	1	1	FALSE	Rhox4b
ENSMUSG00000071772	1	1	FALSE	Rhox3e
ENSMUSG00000071773	1	1	FALSE	Rhox1
ENSMUSG00000071781	1	1	FALSE	Gm5169
ENSMUSG00000071788	1	1	FALSE	Gm14525
ENSMUSG00000071793	26.4401	22.7526	FALSE	2610005L07Rik
ENSMUSG00000071796	15.4256	18.9305	FALSE	6820431F20Rik
ENSMUSG00000071815	1	1	FALSE	Fthl17
ENSMUSG00000071816	1.543897	1	FALSE	Ssxb5
ENSMUSG00000071818	1	1	FALSE	4930417O22Rik
ENSMUSG00000071847	17.4599	2.59441	FALSE	Apcdd1
ENSMUSG00000071855	5.39716	7.11773	FALSE	Ccdc112
ENSMUSG00000071856	4.20322	3.40035	FALSE	Mcc
ENSMUSG00000071858	1	1	FALSE	Gm94
ENSMUSG00000071860	66.3011	15.1413	FALSE	2900055J20Rik
ENSMUSG00000071862	32.7658	37.3696	FALSE	Lrrtm2
ENSMUSG00000071866	1095.53	636.762	FALSE	Ppia
ENSMUSG00000071867	1	1	FALSE	Gm6304
ENSMUSG00000071868	1.1134	1	FALSE	Gm10349
ENSMUSG00000071890	1	1	FALSE	4921528O07Rik
ENSMUSG00000071893	1	1.0139223	FALSE	Vmn1r4
ENSMUSG00000071909	1	1	FALSE	Gm806
ENSMUSG00000071937	1	1	FALSE	Adam25
ENSMUSG00000071952	1	1	FALSE	Gm10351
ENSMUSG00000071960	1	1	FALSE	Gm10352
ENSMUSG00000071984	3.20748	2.17498	FALSE	Fndc1
ENSMUSG00000072049	1	1	FALSE	Vmn2r121
ENSMUSG00000072066	1	1.292365	FALSE	6720489N17Rik
ENSMUSG00000072068	1.478489	1	FALSE	Gm16261
ENSMUSG00000072082	1.815388	2.1225	FALSE	Ccnf
ENSMUSG00000072100	1	1	FALSE	Gm16390
ENSMUSG00000072109	5.02088	4.29587	FALSE	A530040E14Rik
ENSMUSG00000072115	1	1.02394	FALSE	Ang
ENSMUSG00000072145	1	1	FALSE	BC061237
ENSMUSG00000072157	1	1	FALSE	Slx
ENSMUSG00000072188	1	1	FALSE	Gm10354
ENSMUSG00000072211	1	1	FALSE	Gm7736
ENSMUSG00000072214	130.872	49.7995	FALSE	5-Sep
ENSMUSG00000072235	167.702	496.175	FALSE	Tuba1a
ENSMUSG00000072241	1	1	FALSE	Vmn2r66
ENSMUSG00000072244	1.512439	1.0104418	FALSE	Trim6
ENSMUSG00000072249	1	1	FALSE	Gm5635
ENSMUSG00000072255	1.13118	1.189911	FALSE	Gm16382
ENSMUSG00000072259	1	1	FALSE	Gm5592
ENSMUSG00000072294	13.0412	14.8074	FALSE	Klf12
ENSMUSG00000072295	1	1.017156	FALSE	Als2cr11
ENSMUSG00000072312	1	1	FALSE	Olfr474
ENSMUSG00000072324	1	1.0298687	FALSE	Gm8420
ENSMUSG00000072381	1	1	FALSE	Gm10355
ENSMUSG00000072387	1	1.0145077	FALSE	Gm10356
ENSMUSG00000072402	1	1	FALSE	Olfr775
ENSMUSG00000072403	1	1	FALSE	Olfr1516-ps
ENSMUSG00000072407	1	1.0351409	FALSE	Gm6419
ENSMUSG00000072419	1	1.972624	FALSE	Dppa2
ENSMUSG00000072421	1	1	FALSE	Gm10357
ENSMUSG00000072423	1.694181	1	FALSE	Psmb11
ENSMUSG00000072432	1.0399065	1.0123522	FALSE	Gm10358
ENSMUSG00000072437	17.8099	9.11737	FALSE	Nanos1
ENSMUSG00000072451	1	1.0131849	FALSE	Gm10359
ENSMUSG00000072460	1	1.0486566	FALSE	Atp5l-ps1
ENSMUSG00000072467	1	1	FALSE	Gm16451
ENSMUSG00000072473	1	1	FALSE	1700024G13Rik
ENSMUSG00000072476	1	1.00658034	FALSE	Gm9008
ENSMUSG00000072477	1	1	FALSE	Gm10360
ENSMUSG00000072479	1	1	FALSE	Xlr5b
ENSMUSG00000072481	1.206534	1.0294663	FALSE	Gm8556
ENSMUSG00000072487	1	1.479797	FALSE	Gm628
ENSMUSG00000072489	1.0932052	1.229435	FALSE	Gm10362
ENSMUSG00000072491	1	1	FALSE	Gm17515
ENSMUSG00000072492	1	1.0342941	FALSE	Gm10364
ENSMUSG00000072494	2.06783	3.0348	FALSE	Ppp1r3e
ENSMUSG00000072501	27.8409	12.0564	FALSE	Phf20l1
ENSMUSG00000072511	1	1	FALSE	Hhla1
ENSMUSG00000072528	1.762924	1.689977	FALSE	Rps19-ps4
ENSMUSG00000072531	1	1	FALSE	Gm6755
ENSMUSG00000072541	1	1	FALSE	Gm5046
ENSMUSG00000072548	1	1	FALSE	Rps19-ps2
ENSMUSG00000072551	1	1	FALSE	Gm6740
ENSMUSG00000072553	1	1	FALSE	Gm525
ENSMUSG00000072566	2.93594	5.31582	FALSE	Pvt1
ENSMUSG00000072568	19.4988	1.539321	FALSE	Fam84b
ENSMUSG00000072571	1.444752	1.0992339	FALSE	G630016D24Rik
ENSMUSG00000072572	16.2615	1.47175	FALSE	Slc39a2
ENSMUSG00000072573	1	1.0291469	FALSE	Gm10369
ENSMUSG00000072574	1	1	FALSE	Gm17184
ENSMUSG00000072575	1	1	FALSE	Eddm3b
ENSMUSG00000072576	1	1	FALSE	Gm16020
ENSMUSG00000072582	12.7753	15.609	FALSE	Ptrh2
ENSMUSG00000072584	1.93701	1	FALSE	Gm7489
ENSMUSG00000072585	1	1	FALSE	Gm6616
ENSMUSG00000072589	1	1.139866	FALSE	Gm10371
ENSMUSG00000072591	1	1	FALSE	5930412G12Rik
ENSMUSG00000072592	1	1	FALSE	Gm10373
ENSMUSG00000072594	1	1	FALSE	Gm16439
ENSMUSG00000072595	1	1	FALSE	4930503E14Rik
ENSMUSG00000072596	1	1	FALSE	Ear2
ENSMUSG00000072598	1	1	FALSE	Ang6
ENSMUSG00000072599	1	1	FALSE	Ear-ps2
ENSMUSG00000072600	1	1	FALSE	Ear-ps9
ENSMUSG00000072601	1.688835	1	FALSE	Ear1
ENSMUSG00000072602	1	1	FALSE	Gm10375
ENSMUSG00000072603	1	1	FALSE	1700001F09Rik
ENSMUSG00000072605	1	1	FALSE	Gm10376
ENSMUSG00000072606	1	1	FALSE	Gm10377
ENSMUSG00000072607	1	1	FALSE	Gm10378
ENSMUSG00000072608	1	1	FALSE	Gm3633
ENSMUSG00000072609	1	1	FALSE	Gm9611
ENSMUSG00000072610	1	1	FALSE	Gm7995
ENSMUSG00000072612	1	1.103849	FALSE	Gm10382
ENSMUSG00000072613	1	1	FALSE	1700049E17Rik2
ENSMUSG00000072616	1	1	FALSE	Gm7853
ENSMUSG00000072618	1	2.49778	FALSE	Gm10384
ENSMUSG00000072620	1	1.0388083	FALSE	Slfn2
ENSMUSG00000072621	1	1	FALSE	Slfn10-ps
ENSMUSG00000072623	8.51766	9.44889	FALSE	Zfp9
ENSMUSG00000072624	1	1	FALSE	Gm5460
ENSMUSG00000072625	1	1	FALSE	Gdf2
ENSMUSG00000072640	4.81079	13.5007	FALSE	1810012P15Rik
ENSMUSG00000072641	1	8.35285	FALSE	Cux2
ENSMUSG00000072647	1.736109	1.321308	FALSE	Adam1a
ENSMUSG00000072653	1.754641	2.74504	FALSE	Zfp783
ENSMUSG00000072657	9.68977	15.0025	FALSE	Gm17524
ENSMUSG00000072660	1	1.237121	FALSE	Gm6288
ENSMUSG00000072662	3.81115	1.715187	FALSE	Gm5887
ENSMUSG00000072663	1.238084	1.00732668	FALSE	Spef2
ENSMUSG00000072664	1	1	FALSE	Ugt3a1
ENSMUSG00000072671	1.0114887	1.217031	FALSE	Gm10390
ENSMUSG00000072672	1	1	FALSE	Gm10391
ENSMUSG00000072673	1	1.0538968	FALSE	Gm10392
ENSMUSG00000072674	1	1	FALSE	Gm10393
ENSMUSG00000072675	1	1	FALSE	Gm10394
ENSMUSG00000072676	1	1	FALSE	Gm10395
ENSMUSG00000072677	1	1.0151447	FALSE	Gm10396
ENSMUSG00000072678	1	1	FALSE	Cphx
ENSMUSG00000072679	1	1	FALSE	D6Ertd474e
ENSMUSG00000072680	1.08243	1.210504	FALSE	D14Ertd449e
ENSMUSG00000072681	1	1	FALSE	Plac9
ENSMUSG00000072682	6.56392	13.1676	FALSE	Ssh2
ENSMUSG00000072683	1.0443475	1.210838	FALSE	Gm7457
ENSMUSG00000072684	6.03296	27.2453	FALSE	Gm10397
ENSMUSG00000072686	1	1	FALSE	Gm10398
ENSMUSG00000072688	1	1	FALSE	Gm10399
ENSMUSG00000072692	4.1458	5.32987	FALSE	Gm13826
ENSMUSG00000072693	8.23953	21.3179	FALSE	Gm10401
ENSMUSG00000072694	21.8053	35.4044	FALSE	1500011B03Rik
ENSMUSG00000072704	88.6817	37.6963	FALSE	2700089E24Rik
ENSMUSG00000072707	1	1.361637	FALSE	Olfr31
ENSMUSG00000072708	1	1	FALSE	Olfr381
ENSMUSG00000072709	1	1	FALSE	Olfr380
ENSMUSG00000072714	1.111213	1	FALSE	Rpl21-ps4
ENSMUSG00000072717	1	1	FALSE	Klra11
ENSMUSG00000072718	1	1	FALSE	Klra10
ENSMUSG00000072720	1.0829265	1.0798589	FALSE	Myo18b
ENSMUSG00000072721	1	1	FALSE	Klra14
ENSMUSG00000072722	1.0707274	1.142991	FALSE	Gm6588
ENSMUSG00000072723	1	2.41505	FALSE	Gm10044
ENSMUSG00000072726	1	1	FALSE	Gm5797
ENSMUSG00000072728	1	1	FALSE	Gm16434
ENSMUSG00000072729	1	1	FALSE	Gm6676
ENSMUSG00000072731	1	1.0512695	FALSE	Gm3715
ENSMUSG00000072735	1.112571	1.409453	FALSE	Gm10406
ENSMUSG00000072736	1	1	FALSE	Gm3591
ENSMUSG00000072738	1	1	FALSE	Gm16440
ENSMUSG00000072739	1	1	FALSE	Gm10408
ENSMUSG00000072740	1	1	FALSE	Gm10409
ENSMUSG00000072741	1	1	FALSE	Gm10410
ENSMUSG00000072742	1	1	FALSE	Gm3483
ENSMUSG00000072743	1	1	FALSE	Gm10412
ENSMUSG00000072744	1	1	FALSE	Gm8165
ENSMUSG00000072749	1	1	FALSE	Gm10413
ENSMUSG00000072753	1	1	FALSE	9230020A06Rik
ENSMUSG00000072754	1	1	FALSE	Gm1679
ENSMUSG00000072761	7.45383	3.78003	FALSE	Gm6712
ENSMUSG00000072762	1.523001	1.0303465	FALSE	4930522L14Rik
ENSMUSG00000072763	1.715005	1.0649687	FALSE	5430403G16Rik
ENSMUSG00000072768	1	1.0269173	FALSE	Gm10418
ENSMUSG00000072769	6.2016	9.29446	FALSE	Gm10419
ENSMUSG00000072770	13.5199	1.691713	FALSE	Acrbp
ENSMUSG00000072772	103.6	147.331	FALSE	Grcc10
ENSMUSG00000072774	2.35732	2.24563	FALSE	Zfp951
ENSMUSG00000072778	1	1.0296354	FALSE	Vmn2r27
ENSMUSG00000072779	1	1	FALSE	Vmn2r25
ENSMUSG00000072780	1	1	FALSE	Vmn2r24
ENSMUSG00000072789	1	1.0352774	FALSE	Gm10420
ENSMUSG00000072791	1	1	FALSE	Abcb5
ENSMUSG00000072800	1.345649	1.681573	FALSE	Cecr6
ENSMUSG00000072809	1	1.653338	FALSE	9330160F10Rik
ENSMUSG00000072812	1.48271	1.0197016	FALSE	Ahnak2
ENSMUSG00000072813	1	1	FALSE	E330014E10Rik
ENSMUSG00000072814	1	1	FALSE	Gm7982
